ROW_ID,ITEMID,LABEL,LINKSTO
9828,228527,impaired skin #10- cleanse,chartevents
9829,228528,skin treatment,chartevents
9830,228529,impaired skin #1- treatment,chartevents
9831,228530,impaired skin #2- treatment,chartevents
9832,228531,impaired skin #3- treatment,chartevents
9833,228532,impaired skin #4- treatment,chartevents
9834,228533,impaired skin #5- treatment,chartevents
9835,228534,impaired skin #6- treatment,chartevents
9836,228535,impaired skin #7- treatment,chartevents
9837,228536,impaired skin #8- treatment,chartevents
9838,228537,impaired skin #9- treatment,chartevents
9839,224390,temporary atrial sens,chartevents
9840,224391,ett mark (location),chartevents
9841,224392,ett position change,chartevents
9842,224404,art lumen volume,chartevents
9843,224406,ven lumen volume,chartevents
9844,224409,pain level response,chartevents
9845,224410,pca bolus,chartevents
9846,224411,epidural bolus (ml),chartevents
9847,224413,tof response,chartevents
9848,224414,tof twitch,chartevents
9849,224415,ett mark (cm),chartevents
9850,224417,cuff pressure,chartevents
9851,224418,cuff volume (ml),chartevents
9852,224419,negative insp. force,chartevents
9853,224420,vital cap,chartevents
9854,224421,spont vt,chartevents
9855,224422,spont rr,chartevents
9856,224423,ct #2 crepitus,chartevents
9857,224424,ct #2 drainage,chartevents
9858,224425,ct #2 dressing,chartevents
9859,224426,ct #2 fluctuate,chartevents
9860,224427,ct #2 suction amount,chartevents
9861,224428,ct #3 crepitus,chartevents
9862,224429,ct #4 crepitus,chartevents
9863,224430,ct #3 drainage,chartevents
9864,224431,ct #4 drainage,chartevents
9865,224432,ct #3 dressing,chartevents
9866,224433,ct #4 dressing,chartevents
9867,224434,ct #3 fluctuate,chartevents
9868,224435,ct #4 fluctuate,chartevents
9869,224436,ct #3 suction amount,chartevents
9870,224437,ct #4 suction amount,chartevents
9871,224438,chest tube site # 2,chartevents
9872,224439,chest tube site #3,chartevents
9873,224440,chest tube site #4,chartevents
9874,224441,gi #2 intub site,chartevents
9875,224442,gi #3 intub site,chartevents
9876,224443,gi #2 tube place check,chartevents
9877,224444,gi #3 tube place check,chartevents
9878,224445,gi #2 tube drainage,chartevents
9879,224446,gi #3 tube drainage,chartevents
9880,224447,family meeting,chartevents
9881,224449,traction/immobile #2,chartevents
9882,224450,traction/immobile #3,chartevents
9883,224451,traction/immobile #4,chartevents
9884,224452,traction/immobile location #2,chartevents
9885,224453,traction/immobile location #3,chartevents
9886,224454,traction/immobile location #4,chartevents
9887,224455,pt splint location #4,chartevents
9888,224456,pt splint location #2,chartevents
9889,224457,pt splint location #3,chartevents
9890,224468,ultrasound (cvl),chartevents
9891,224469,medications / anesthetic (pa line),chartevents
9892,224472,indications (pa line),chartevents
9893,224476,insertion site (pa line),chartevents
9894,224478,type of catheter (pa line),chartevents
9895,224479,complications (pa line),chartevents
9896,224489,indication (lp),chartevents
9897,224490,site cleansed with chloraprep(tm) (lp),chartevents
9898,225759,ric reason discontinued,chartevents
9899,225760,ric site appear,chartevents
9900,225764,sheath line discontinued,chartevents
9901,225767,sheath site appear,chartevents
9902,225768,sheath line tip cultured,chartevents
9903,225770,sheath waveform appear,chartevents
9904,225771,sheath zero/calibrate,chartevents
9905,225772,sheath size,chartevents
9906,225774,cco pac dressing type,chartevents
9907,225775,cordis introducer dressing type,chartevents
9908,225776,dialysis catheter dressing type,chartevents
9909,225777,tunneled (hickman) dressing type,chartevents
9910,225778,iabp dressing type,chartevents
9911,225779,midline dressing type,chartevents
9912,225780,multi lumen dressing type,chartevents
9913,225781,pa catheter dressing type,chartevents
9914,225782,pheresis catheter dressing type,chartevents
9915,225784,indwelling port (portacath) dressing type,chartevents
9916,225785,presep catheter dressing type,chartevents
9917,225786,sheath dressing type,chartevents
9918,225787,trauma line dressing type,chartevents
9919,225959,medication added amount  #1 (peritoneal dialysis),chartevents
9920,225961,medication added units #1 (peritoneal dialysis),chartevents
9921,225963,peritoneal dialysis catheter type,chartevents
9922,225965,peritoneal dialysis catheter status,chartevents
9923,224705,p high (aprv),chartevents
9924,224706,p low (aprv),chartevents
9925,224707,t high (aprv),chartevents
9926,224709,t low (aprv),chartevents
9927,225608,insertion kit used (pa line),chartevents
9928,225609,site cleaned with chloraprep(tm) (pa line),chartevents
9929,225612,alkaline phosphate,chartevents
9930,225615,location (pa line),chartevents
9931,225622,zbrain natiuretic peptide (bnp),chartevents
9932,225623,number of attempts require to place line (pa line),chartevents
9933,225624,bun,chartevents
9934,225625,calcium non-ionized,chartevents
9935,225628,ck-mb fraction (%),chartevents
9936,225629,guidewire (pa line),chartevents
9937,225630,ultrasound (pa line),chartevents
9938,225631,side (pa line),chartevents
9939,225632,zck-mb,chartevents
9940,225633,acuity (pa line),chartevents
9941,225634,ck (cpk),chartevents
9942,225636,d-dimer,chartevents
9943,225637,differential-atyps,chartevents
9944,225638,differential-bands,chartevents
9945,225639,differential-basos,chartevents
9946,225640,differential-eos,chartevents
9947,225641,differential-lymphs,chartevents
9948,225642,differential-monos,chartevents
9949,225643,differential-neuts,chartevents
9950,225644,zdigoxin,chartevents
9951,225645,zphenytoin (dilantin),chartevents
9952,225646,transparent dressing applied and dated (pa line),chartevents
9953,225647,pa line ordered on poe,chartevents
9954,225648,follow-up x-rayordered (pa line),chartevents
9955,225651,direct bilirubin,chartevents
9956,225655,zfk506,chartevents
9957,225656,freeform chemistry,chartevents
9958,225657,freeform coags,chartevents
9959,225658,freeform drug level,chartevents
9960,225659,freeform enzymes,chartevents
9961,225660,freeform hematology,chartevents
9962,225662,zgentamicin (peak),chartevents
9963,225664,glucose finger stick,chartevents
9964,225667,ionized calcium,chartevents
9965,225668,lactic acid,chartevents
9966,225670,zldl measured,chartevents
9967,225671,ldl calculated,chartevents
9968,225672,lipase,chartevents
9969,225674,mixed venous o2% sat,chartevents
9970,225676,zphenobarbital,chartevents
9971,225677,phosphorous,chartevents
9972,225678,zplatelet count,chartevents
9973,225679,zprocan,chartevents
9974,225680,zprocan napa,chartevents
9975,225683,zsed rate,chartevents
9976,225684,serum osmolality,chartevents
9977,225685,thiocynate,chartevents
9978,225686,zthrombin,chartevents
9979,225688,ztobramycin (peak),chartevents
9980,225689,insertion kit used (picc line),chartevents
9981,225690,total bilirubin,chartevents
9982,225692,total granulocyte count (tgc),chartevents
9983,225693,triglyceride,chartevents
9984,225694,ztropinin - t,chartevents
9985,225695,uric acid,chartevents
9986,225697,zvancomycin (peak),chartevents
9987,225698,tco2 (calc) arterial,chartevents
9988,227755,midline placement confirmed by x-ray,chartevents
9989,227756,multi lumen placement confirmed by x-ray,chartevents
9990,227757,pa catheter placement confirmed by x-ray,chartevents
9991,227758,pheresis catheter placement confirmed by x-ray,chartevents
9992,227759,picc line placement confirmed by x-ray,chartevents
9993,227760,presep catheter placement confirmed by x-ray,chartevents
9994,227761,sheath placement confirmed by x-ray,chartevents
9995,227762,trauma line placement confirmed by x-ray,chartevents
9996,227763,triple introducer placement confirmed by x-ray,chartevents
9997,227764,tunneled (hickman) placement confirmed by x-ray,chartevents
9998,227771,traction/immobile #1,chartevents
9999,227772,traction/immobile #2,chartevents
10000,227773,traction/immobile #3,chartevents
10001,227774,traction/immobile #4,chartevents
10002,227775,skeletal traction #1 - pounds,chartevents
10003,227776,skeletal traction #2 - pounds,chartevents
10004,227777,skeletal traction #3 - pounds,chartevents
10005,227778,skeletal traction #4 - pounds,chartevents
10006,227780,impaired skin  - dressing status #1,chartevents
10007,227781,impaired skin  - dressing status #2,chartevents
10008,227782,impaired skin  - dressing status #3,chartevents
10009,227783,impaired skin - dressing status  #4,chartevents
10010,227784,impaired skin  - dressing status #5,chartevents
10011,227785,impaired skin  - dressing status #6,chartevents
10012,227786,impaired skin  - dressing status #7,chartevents
10013,227787,impaired skin  - dressing status  #8,chartevents
10014,227788,impaired skin  - dressing status #9,chartevents
10015,227789,impaired skin  - dressing status #10,chartevents
10016,227801,stool guaiac qc,chartevents
10017,227802,gi guaiac qc,chartevents
10018,227805,svo2 sqi,chartevents
10019,227806,scvo2 (presep) sqi,chartevents
10020,227807,in-line suction catheter changed,chartevents
10021,227808,heliox,chartevents
10022,227809,ett position change,chartevents
10023,227810,ett re-taped,chartevents
10024,227812,medication infusion rate - adjunctive pain management,chartevents
10025,224710,recruitment press,chartevents
10026,224711,recruitment duration,chartevents
10027,224712,recruitment mode,chartevents
10028,224713,circuit changed,chartevents
10029,224715,sbt started,chartevents
10030,224716,sbt stopped,chartevents
10031,224717,sbt successfully completed,chartevents
10032,224718,rr > 35 for > 5 min,chartevents
10033,224719,sao2 < 90% > 2 min,chartevents
10034,224720,arrythmia,chartevents
10035,224721,hr > 140,chartevents
10036,224723,accessory muscle use,chartevents
10037,224726,o2 consumption,chartevents
10038,224727,resting energy expenditure,chartevents
10039,224728,peak exp flow rate,chartevents
10040,224730,corneal reflex right,chartevents
10041,224731,corneal reflex left,chartevents
10042,224733,pupil size left,chartevents
10043,224735,flow rate (variable/fixed),chartevents
10044,224738,inspiratory time,chartevents
10045,224740,rsbi deferred,chartevents
10046,224743,vd/vt ratio,chartevents
10047,224745,respiratory quotient,chartevents
10048,224746,transpulmonary pressure (exp. hold),chartevents
10049,224747,transpulmonary pressure (insp. hold),chartevents
10050,224748,cont neb - dose (mg/hr/drug),chartevents
10051,224749,nitric oxide,chartevents
10052,224750,nitric oxide tank pressure,chartevents
10053,224751,temporary pacemaker rate,chartevents
10054,224752,temporary atrial sens threshold mv,chartevents
10055,224753,temporary atrial sens setting mv,chartevents
10056,224754,temporary atrial stim threshold ma,chartevents
10057,224755,temporary atrial stim setting ma,chartevents
10058,224756,response,chartevents
10059,224758,rue sensation,chartevents
10060,224759,lue sensation,chartevents
10061,224762,lle sensation,chartevents
10062,224764,neuro drain location,chartevents
10063,224765,neuro drain head of bed,chartevents
10064,224767,rue temp,chartevents
10065,224769,lue temp,chartevents
10066,224771,rle temp,chartevents
10067,224773,lle temp,chartevents
10068,224775,ct #1 leak,chartevents
10069,224777,ct #2 leak,chartevents
10070,224779,ct #3 leak,chartevents
10071,224781,ct #4 leak,chartevents
10072,224785,gi #1 tube type,chartevents
10073,224786,gi #1 tube status,chartevents
10074,224788,gi #2 tube type,chartevents
10075,224789,gi #2 tube status,chartevents
10076,224791,gi #3 tube type,chartevents
10077,224792,gi #3 tube status,chartevents
10078,224794,stool color,chartevents
10079,224372,sputum source,chartevents
10080,224373,sputum amount,chartevents
10081,224375,cont neb - med,chartevents
10082,224379,pca cleared,chartevents
10083,224380,neuro waveform appearance,chartevents
10084,224389,heart sounds,chartevents
10085,225700,immediate complications (cvl),chartevents
10086,225701,transparent dressing applied and dated (cvl),chartevents
10087,225702,follow-up chest x-ray ordered (cvl),chartevents
10088,225704,site cleaned with chloraprep(tm) (cvl),chartevents
10089,225705,hand cleansing prior to procedure (cvl),chartevents
10090,225706,insertion kit used (cvl),chartevents
10091,225707,central line ordered on poe,chartevents
10092,225708,immediate complications (picc),chartevents
10093,225714,location (a-line),chartevents
10094,225717,guidewire (a-line),chartevents
10095,225718,ultrasound (a-line),chartevents
10096,225719,number of operators (a-line),chartevents
10097,225721,acuity (a-line),chartevents
10098,225722,arterial line tip cultured,chartevents
10099,225723,cco pac line tip cultured,chartevents
10100,225724,cordis/introducer line tip cultured,chartevents
10101,225725,dialysis catheter tip cultured,chartevents
10102,225726,tunneled (hickman) line tip cultured,chartevents
10103,225727,iabp line tip cultured,chartevents
10104,225728,midline tip cultured,chartevents
10105,225729,multi lumen line tip cultured,chartevents
10106,225730,pa catheter line tip cultured,chartevents
10107,225731,pheresis catheter line tip cultured,chartevents
10108,225732,picc line tip cultured,chartevents
10109,225733,indwelling port (portacath) line tip cultured,chartevents
10110,225734,presep catheter line tip cultured,chartevents
10111,225735,trauma line tip cultured,chartevents
10112,225736,triple introducer line tip cultured,chartevents
10113,225737,arterial line discontinued,chartevents
10114,225738,cco pac discontinued,chartevents
10115,225739,cordis/introducer discontinued,chartevents
10116,225740,dialysis catheter discontinued,chartevents
10117,225741,tunneled (hickman) line discontinued,chartevents
10118,225742,iabp line discontinued,chartevents
10119,225743,midline discontinued,chartevents
10120,225744,multi lumen line discontinued,chartevents
10121,225745,pa catheter discontinued,chartevents
10122,225746,pheresis catheter discontinued,chartevents
10123,225747,picc line discontinued,chartevents
10124,225748,indwelling port (portacath) discontinued,chartevents
10125,225749,presep catheter discontinued,chartevents
10126,225750,trauma line discontinued,chartevents
10127,225751,triple introducer discontinued,chartevents
10128,227813,medication bolus - adjunctive pain management,chartevents
10129,227815,site appearance - adjunctive pain management,chartevents
10130,227830,self feeding,chartevents
10131,227831,grooming,chartevents
10132,227832,ue bathing,chartevents
10133,227834,le bathing,chartevents
10134,227835,ue dressing,chartevents
10135,227836,le dressing,chartevents
10136,227837,toileting,chartevents
10137,227839,home management,chartevents
10138,227840,money management,chartevents
10139,227841,community integration,chartevents
10140,227600,impaired skin drainage amount #9,chartevents
10141,227601,impaired skin drainage amount #10,chartevents
10142,227602,impaired skin length #9,chartevents
10143,227603,impaired skin length #10,chartevents
10144,227604,impaired skin odor #9,chartevents
10145,227605,impaired skin odor #10,chartevents
10146,227606,impaired skin site #9,chartevents
10147,227607,impaired skin site #10,chartevents
10148,227608,impaired skin treatment #9,chartevents
10149,227609,impaired skin treatment #10,chartevents
10150,227612,impaired skin type #9,chartevents
10151,227613,impaired skin type #10,chartevents
10152,227614,impaired skin width #9,chartevents
10153,227615,impaired skin width #10,chartevents
10154,227616,impaired skin wound base #9,chartevents
10155,227617,impaired skin wound base #10,chartevents
10156,227618,pressure ulcer stage #9,chartevents
10157,227619,pressure ulcer stage #10,chartevents
10158,227620,surrounding tissue #9,chartevents
10159,227621,surrounding tissue #10,chartevents
10160,227622,tunneling present #9,chartevents
10161,227623,tunneling present #10,chartevents
10162,227624,undermining present #9,chartevents
10163,227625,undermining present #10,chartevents
10164,227626,seizure pads,chartevents
10165,227627,arctic sun/alsius set temp,chartevents
10166,227628,arctic sun water temp,chartevents
10167,227629,shivering,chartevents
10168,227630,arctic sun temp #1 location,chartevents
10169,227631,arctic sun temp #2 location,chartevents
10170,227632,arctic sun/alsius temp #1 c,chartevents
10171,227634,arctic sun/alsius temp #2 c,chartevents
10172,227636,knee location - cpm,chartevents
10173,227638,medication added #2 (peritoneal dialysis),chartevents
10174,227639,medication added amount  #2 (peritoneal dialysis),chartevents
10175,227640,medication added units #2 (peritoneal dialysis),chartevents
10176,227642,breast feeding,chartevents
10177,227643,breast feeding - l,chartevents
10178,227644,breast feeding - r,chartevents
10179,227645,breast feed - l (minutes),chartevents
10180,227646,breast feed - r (minutes),chartevents
10181,227647,clot size (cm),chartevents
10182,227648,clots,chartevents
10183,227649,fundus character,chartevents
10184,227650,fundus location (breadth),chartevents
10185,227988,pronator drift present,chartevents
10186,227989,intra cranial pressure #2,chartevents
10187,227990,intra cranial pressure #2 alarm - high,chartevents
10188,227991,intra cranial pressure #2 alarm - low,chartevents
10189,228004,citrate (acd-a),chartevents
10190,228005,pbp (prefilter) replacement rate,chartevents
10191,228006,post filter replacement rate,chartevents
10192,228007,14 g phlebitis scale,chartevents
10193,228008,14 g infiltration scale,chartevents
10194,224666,nasal congestion,chartevents
10195,224667,goose flesh,chartevents
10196,224668,sweating,chartevents
10197,224837,temporary ventricular sens setting mv,chartevents
10198,224838,temporary ventricular stim setting ma,chartevents
10199,224839,temporary pacemaker wires atrial,chartevents
10200,224842,cardiac output (cco),chartevents
10201,224844,permanent pacemaker mode,chartevents
10202,224845,permanent pacemaker rate,chartevents
10203,224846,impaired skin width #1,chartevents
10204,224847,impaired skin drainage amount #1,chartevents
10205,224848,incision appearance #1,chartevents
10206,224850,incision drainage amount #1,chartevents
10207,224851,dressing status #1,chartevents
10208,224854,reason for restraint (acute medical/surgical)_v1,chartevents
10209,224855,patient/family informed_v1,chartevents
10210,224856,restraints ordered,chartevents
10211,224857,less restrictive measures (behavioral),chartevents
10212,224858,patient behavior during application,chartevents
10213,224859,status and comfort (behavioral),chartevents
10214,224860,skin condition,chartevents
10215,224862,edema amount,chartevents
10216,224864,ztrach care,chartevents
10217,224865,flow sensitivity,chartevents
10218,224866,temporary atrial capture,chartevents
10219,224946,impaired skin type #4,chartevents
10220,224947,impaired skin type #5,chartevents
10221,224948,impaired skin type #6,chartevents
10222,224949,impaired skin type #7,chartevents
10223,224950,impaired skin type #8,chartevents
10224,224951,impaired skin width #2,chartevents
10225,224952,impaired skin width #3,chartevents
10226,224953,impaired skin width #4,chartevents
10227,224954,impaired skin width #5,chartevents
10228,224955,impaired skin width #6,chartevents
10229,224956,impaired skin width #7,chartevents
10230,224957,impaired skin width #8,chartevents
10231,224958,impaired skin wound base #2,chartevents
10232,224959,impaired skin wound base #3,chartevents
10233,224960,impaired skin wound base #4,chartevents
10234,224961,impaired skin wound base #5,chartevents
10235,224962,impaired skin wound base #6,chartevents
10236,224963,impaired skin wound base #7,chartevents
10237,224964,impaired skin wound base #8,chartevents
10238,224965,pressure ulcer stage #2,chartevents
10239,224966,pressure ulcer stage #3,chartevents
10240,224967,pressure ulcer stage #4,chartevents
10241,224968,pressure ulcer stage #5,chartevents
10242,224969,pressure ulcer stage #6,chartevents
10243,224970,pressure ulcer stage #7,chartevents
10244,224971,pressure ulcer stage #8,chartevents
10245,224972,surrounding tissue #2,chartevents
10246,224973,surrounding tissue #3,chartevents
10247,224974,surrounding tissue #4,chartevents
10248,226162,sterile field maintained throughout procedure (pa line),chartevents
10249,226164,sterile field maintained throughout procedure (a-line),chartevents
10250,226166,no complications (intubation),chartevents
10251,226168,oral care,chartevents
10252,226169,subglottal suctioning,chartevents
10253,226170,head of bead measurement,chartevents
10254,226179,no wallet / money,chartevents
10255,226180,sexuality / reproductive problems,chartevents
10256,226183,estimated energy needs/kg,chartevents
10257,226184,estimated protein needs/kg,chartevents
10258,226185,icu consent signed,chartevents
10259,226188,timeout performed by (intubation),chartevents
10260,226189,patient identified correctly by 2 means (intubation),chartevents
10261,226190,hand cleansing prior to procedure (intubation),chartevents
10262,226191,barrier precautions in place (intubation),chartevents
10263,226005,sterile field maintained throughout procedure (cvl),chartevents
10264,226007,number of operators (pa line),chartevents
10265,226008,arterial line sutured,chartevents
10266,226009,dressing applied and dated (thcen),chartevents
10267,226010,number of operators (pacen),chartevents
10268,226011,number of attempts (pacen),chartevents
10269,226012,dressing applied and dated (pacen),chartevents
10270,226014,dressing applied and dated (lp),chartevents
10271,228009,16 g phlebitis scale,chartevents
10272,228010,16 g infiltration scale,chartevents
10273,228011,18 g phlebitis scale,chartevents
10274,228012,18 g infiltration scale,chartevents
10275,228013,20 g phlebitis scale,chartevents
10276,228014,20 g infiltration scale,chartevents
10277,228015,22 g phlebitis scale,chartevents
10278,228016,22 g infiltration scale,chartevents
10279,228017,ric phlebitis scale,chartevents
10280,228018,ric infiltration scale,chartevents
10281,228019,insertion kit used (a-line),chartevents
10282,228020,hand cleansing prior to procedure (a-line),chartevents
10283,228021,site cleaned with chloraprep(tm) (a-line),chartevents
10284,228022,replaced previous arterial line over wire,chartevents
10285,228023,arterial line sutured,chartevents
10286,228024,sterile field maintained throughout procedure (a-line),chartevents
10287,228025,transparent dressing applied and dated (a-line)_new,chartevents
10288,228026,arterial line ordered on poe,chartevents
10289,228027,the attending /supervisor is the clinician operator (aline),chartevents
10290,228028,i was present during the above procedure and agree with the chacklist (a-line),chartevents
10291,228030,is alternative vascular access present (cvl),chartevents
10292,228031,insertion kit used (cvl),chartevents
10293,228032,hand cleansing prior to procedure (cvl),chartevents
10294,228033,site cleaned with chloraprep(tm) (cvl),chartevents
10295,228034,sterile field maintained throughout procedure (cvl),chartevents
10296,228035,transparent dressing applied and dated (cvl),chartevents
10297,228036,central line ordered on poe,chartevents
10298,228037,follow-up chest x-ray ordered (cvl),chartevents
10299,228038,immediate complications (cvl),chartevents
10300,228039,the attending/supervisor is the clinician operator (cvl),chartevents
10301,228040,i was present during the above procedure and agree with the checklist (cvl),chartevents
10302,228041,insertion kit used (picc line),chartevents
10303,228042,hand cleansing prior to procedure (picc),chartevents
10304,227905,patient agrees with the above goals and is willing to participate in the rehabilitation program,chartevents
10305,227915,position - rest - aerobic activity response,chartevents
10306,227916,rest hr -  aerobic activity response,chartevents
10307,227918,rest rr - aerobic activity response,chartevents
10308,227919,rest o2 sat - aerobic activity response,chartevents
10309,227922,position - activity - aerobic activity response,chartevents
10310,227923,activity hr - aerobic activity response,chartevents
10311,227925,activity rr - aerobic activity response,chartevents
10312,227926,activity o2 sat - aerobic activity response,chartevents
10313,227929,position - recovery - aerobic activity response,chartevents
10314,225976,replacement fluid,chartevents
10315,225977,dialysate fluid,chartevents
10316,225978,slope,chartevents
10317,225979,iabp size,chartevents
10318,225980,iabp volume,chartevents
10319,225981,iabp alarms activated,chartevents
10320,225982,iabp balloon waveform,chartevents
10321,225984,iabp trigger,chartevents
10322,225985,iabp helium tubing,chartevents
10323,225986,iabp arterial waveform source,chartevents
10324,227651,lochia character,chartevents
10325,227652,lochia estimate,chartevents
10326,227653,pad change/hour,chartevents
10327,227654,reflexes le,chartevents
10328,227655,reflexes ue,chartevents
10329,227662,patient/family informed_v2,chartevents
10330,227663,immobilizer,chartevents
10331,227664,immobilizer device,chartevents
10332,227665,immobilizer evaluated,chartevents
10333,227666,immobilizer location,chartevents
10334,227667,reason for immobilizer,chartevents
10335,227668,side rails_v2,chartevents
10336,227669,side rails (restraint),chartevents
10337,227670,violent restraints,chartevents
10338,227671,non-violent restraints,chartevents
10339,227672,violent restraints ordered,chartevents
10340,227673,non-violent restraints ordered,chartevents
10341,227674,face to face eval (non-violent),chartevents
10342,227675,face to face eval (violent),chartevents
10343,227676,reason for restraints (non-violent),chartevents
10344,227677,reason for restraint/seclusion (violent),chartevents
10345,227678,restraint device (non-violent),chartevents
10346,227679,restraint device (violent),chartevents
10347,227680,restraint location_v2,chartevents
10348,227681,less restrictive measures_v1,chartevents
10349,227682,restraints evaluated_v2,chartevents
10350,227683,restraint/seclusion observer sheet,chartevents
10351,227684,safety measures,chartevents
10352,227685,zcentral venous o2% sat,chartevents
10353,227686,central venous o2% sat,chartevents
10354,227687,tobacco use history,chartevents
10355,227688,smoking cessation info offered through bidmc inpatient guide,chartevents
10356,227700,safety measures,chartevents
10357,227701,drainage bag,outputevents
10358,227716,cerebral perfusion pressure alarm - high,chartevents
10359,224491,lidocaine 1% (lp),chartevents
10360,224495,patient position (lp),chartevents
10361,224496,entry site (lp),chartevents
10362,224498,amount of fluid removed (lp),chartevents
10363,224499,fluid removed (lp),chartevents
10364,224503,patient (thcen),chartevents
10365,224504,with ultrasound (thcen),chartevents
10366,224505,lidocaine 1% (thcen),chartevents
10367,224506,conscious sedation (thcen),chartevents
10368,224508,location (picc),chartevents
10369,224511,type of catheter (picc),chartevents
10370,224512,insertion site (picc),chartevents
10371,224515,timeout performed by (picc),chartevents
10372,224517,patient identified correctly (picc),chartevents
10373,224561,impaired skin type #1,chartevents
10374,224562,impaired skin length #1,chartevents
10375,224563,impaired skin depth #1,chartevents
10376,224564,impaired skin odor #1,chartevents
10377,224565,surrounding tissue #1,chartevents
10378,224568,barrier precautions in place (picc),chartevents
10379,224571,guidewire exchange (picc),chartevents
10380,224577,side (picc),chartevents
10381,224581,ultrasound (picc),chartevents
10382,224582,verification of (picc),chartevents
10383,224584,number of attempts required to place line (picc),chartevents
10384,224596,acuity (picc),chartevents
10385,224604,thermodilution (pa line),chartevents
10386,224605,fick (pa line),chartevents
10387,224617,timeout performed by (pa line),chartevents
10388,224618,patient identified correctly (pa line),chartevents
10389,224619,verification of (pa line),chartevents
10390,224624,barrier precautions in place (pa line),chartevents
10391,224629,number of operators (cvl),chartevents
10392,224631,pressure ulcer stage #1,chartevents
10393,224632,tunneling present #1,chartevents
10394,224633,undermining present #1,chartevents
10395,224639,daily weight,chartevents
10396,224640,service,chartevents
10397,224641,alarms on,chartevents
10398,224642,temperature site,chartevents
10399,224643,manual blood pressure diastolic left,chartevents
10400,224645,orthostatic bps lying,chartevents
10401,224646,orthostatic bps sitting,chartevents
10402,224647,orthostatic hr standing,chartevents
10403,224650,ectopy type 1,chartevents
10404,224651,ectopy frequency 1,chartevents
10405,224652,unassisted systole,chartevents
10406,224654,paedp,chartevents
10407,224659,vacuum assist,chartevents
10408,224660,ecmo,chartevents
10409,224661,baseline current/ma,chartevents
10410,224662,current used/ma,chartevents
10411,224663,pca attempt,chartevents
10412,224665,pca total dose,chartevents
10413,225987,iabp power source,chartevents
10414,225988,iabp position on leg,chartevents
10415,225989,pericardial drain aspiration,chartevents
10416,225990,pericardial drain flush,chartevents
10417,226096,orthostatic bpd standing,chartevents
10418,226104,level of consciousness,chartevents
10419,226105,behavior,chartevents
10420,226107,arterial line placed in outside facility,chartevents
10421,226108,cco pac placed in outside facility,chartevents
10422,226109,cordis/introducer placed in outside facility,chartevents
10423,226110,iabp placed in outside facility,chartevents
10424,226112,midline placed in outside facility,chartevents
10425,226113,multi lumen placed in outside facility,chartevents
10426,226114,pa catheter placed in outside facility,chartevents
10427,226115,picc line placed in outside facility,chartevents
10428,226116,presep catheter placed in outside facility,chartevents
10429,226117,sheath placed in outside facility,chartevents
10430,226118,dialysis catheter placed in outside facility,chartevents
10431,226119,trauma line placed in outside facility,chartevents
10432,226120,triple introducer placed in outside facility,chartevents
10433,226121,tunneled (hickman) placed in outside facility,chartevents
10434,226122,pheresis catheter placed in outside facility,chartevents
10435,226125,icp line discontinued,chartevents
10436,226127,icp line dressing type,chartevents
10437,226129,icp line placed in outside facility,chartevents
10438,226130,icp line site appear,chartevents
10439,226131,icp line tip cultured,chartevents
10440,226133,icp line waveform appear,chartevents
10441,226134,icp line zero/calibrate,chartevents
10442,226135,14 gauge placed in outside facility,chartevents
10443,226136,16 gauge placed in outside facility,chartevents
10444,226137,18 gauge placed in outside facility,chartevents
10445,226138,20 gauge placed in outside facility,chartevents
10446,226139,22 gauge placed in outside facility,chartevents
10447,226140,ric placed in outside facility,chartevents
10448,226144,case management discharge plan,chartevents
10449,226152,required documentation,chartevents
10450,226161,sterile field maintained throughout procedure (picc),chartevents
10451,227717,cerebral perfusion pressure alarm - low,chartevents
10452,227723,ava dressing occlusive,chartevents
10453,227725,ava line discontinued,chartevents
10454,227726,ava line tip cultured,chartevents
10455,227727,ava line placed in outside facility,chartevents
10456,227728,ava line site appear,chartevents
10457,227730,ava waveform appearance,chartevents
10458,227731,ava line zero/calibrate,chartevents
10459,227732,ava line placement confirmed by x-ray,chartevents
10460,227872,recovery rr - aerobic capacity,chartevents
10461,227873,recovery o2 sat - aerobic capacity,chartevents
10462,227881,pain (0-10),chartevents
10463,227962,restraints (violent),chartevents
10464,227963,restraints ordered (violent),chartevents
10465,227964,reason for restraint (violent),chartevents
10466,227965,restraint device (violent),chartevents
10467,227966,face to face eval (violent),chartevents
10468,227967,restraint/seclusion observer sheet,chartevents
10469,227968,all medications tolerated without adverse side effects,chartevents
10470,227969,safety measures_u_1,chartevents
10471,227980,intra aortic balloon pump setting,chartevents
10472,227981,neuro drain #2 type,chartevents
10473,227982,neuro drain #2 status,chartevents
10474,227983,neuro drain #2 drainage,chartevents
10475,227984,neuro drain #2 level,chartevents
10476,227985,neuro drain #1 landmark,chartevents
10477,227986,neuro drain #2 landmark,chartevents
10478,228198,tandem heart flow,chartevents
10479,228199,type (tandem heart),chartevents
10480,228200,vibration in line,chartevents
10481,228203,tandem heart access line cannula site,chartevents
10482,228204,tandem heart access line catheter length,chartevents
10483,228206,tandem heart access line discontinued,chartevents
10484,228208,tandem heart access line dressing occlusive,chartevents
10485,228210,tandem heart access line position,chartevents
10486,228211,tandem heart access line postion confirmed,chartevents
10487,228212,tandem heart access line pump housing checked,chartevents
10488,228213,tandem heart access line repositioned,chartevents
10489,228214,tandem heart access line site appear,chartevents
